RMAID,OrderID,Step,Status,Reason
35277,35151,Product replacement or account refund processed,Complete,Order
35278,35152,Product replacement or account refund processed,Complete,Order
35279,35153,Product replacement or account refund processed,Complete,Incorrect
35280,35162,Product replacement or account refund processed,Complete,Order
35281,35162,Product replacement or account refund processed,Complete,Order
35282,35164,Product replacement or account refund processed,Complete,Incorrect
35283,35156,Product replacement or account refund processed,Complete,Incorrect
35284,35157,Product replacement or account refund processed,Complete,Order
35285,35162,Product replacement or account refund processed,Complete,Order
35286,35168,Product replacement or account refund processed,Complete,Order
35287,35164,Awaiting customer Documentation,Pending,Incorrect
35288,35170,Product replacement or account refund processed,Complete,Incorrect
35289,35165,Product replacement or account refund processed,Complete,Incorrect
35290,35166,Product replacement or account refund processed,Complete,Incorrect
35291,35168,Awaiting customer Documentation,Pending,Defective
35292,35169,Awaiting customer Documentation,Pending,Defective
35293,35170,Product replacement or account refund processed,Complete,Order
35294,35175,Product replacement or account refund processed,Complete,Defective
35295,35177,Product replacement or account refund processed,Complete,Order
35296,35178,Product replacement or account refund processed,Complete,Order
35297,35170,Product replacement or account refund processed,Complete,Order
35298,35180,Product replacement or account refund processed,Complete,Incorrect
35299,35181,Awaiting customer Documentation,Pending,Order
35300,35181,Product replacement or account refund processed,Complete,Incorrect
35301,35174,Product replacement or account refund processed,Complete,Incorrect
35302,35175,Product replacement or account refund processed,Complete,Incorrect
35303,35185,Received returned equipment,Initiated,Defective
35304,35186,Product replacement or account refund processed,Complete,Order
35305,35186,Product replacement or account refund processed,Complete,Defective
35306,35180,Product replacement or account refund processed,Complete,Order
35307,35189,Awaiting customer Documentation,Pending,Incorrect
35308,35190,Awaiting customer Documentation,Pending,Order
35309,35184,Product replacement or account refund processed,Complete,Incorrect
35310,35192,Product replacement or account refund processed,Complete,Defective
35311,35192,Product replacement or account refund processed,Complete,Incorrect
35312,35185,Product replacement or account refund processed,Complete,Defective
35313,35186,Product replacement or account refund processed,Complete,Defective
35314,35196,Product replacement or account refund processed,Complete,Order
35315,35189,Product replacement or account refund processed,Complete,Defective
35316,35190,Product replacement or account refund processed,Complete,Incorrect
35317,35191,Product replacement or account refund processed,Complete,Order
35318,35200,Product replacement or account refund processed,Complete,Incorrect
35319,35201,Product replacement or account refund processed,Complete,Defective
35320,35201,Product replacement or account refund processed,Complete,Defective
35321,35196,Product replacement or account refund processed,Complete,Incorrect
35322,35197,Received returned equipment,Initiated,Order
35323,35198,Product replacement or account refund processed,Complete,Defective
35324,35200,Product replacement or account refund processed,Complete,Defective
35325,35207,Product replacement or account refund processed,Complete,Order
35326,35201,Awaiting customer Documentation,Pending,Incorrect
35327,35205,Product replacement or account refund processed,Complete,Defective
35328,35210,Product replacement or account refund processed,Complete,Defective
35329,35207,Product replacement or account refund processed,Complete,Defective
35330,35208,Product replacement or account refund processed,Complete,Order
35331,35210,Product replacement or account refund processed,Complete,Defective
35332,35212,Product replacement or account refund processed,Complete,Order
35333,35215,Awaiting customer Documentation,Pending,Defective
35334,35215,Awaiting customer Documentation,Pending,Incorrect
35335,35216,Product replacement or account refund processed,Complete,Order
35336,35217,Product replacement or account refund processed,Complete,Defective
35337,35215,Product replacement or account refund processed,Complete,Order
35338,35216,Awaiting customer Documentation,Pending,Order
35339,35217,Product replacement or account refund processed,Complete,Incorrect
35340,35220,Product replacement or account refund processed,Complete,Incorrect
35341,35221,Product replacement or account refund processed,Complete,Incorrect
35342,35224,Product replacement or account refund processed,Complete,Order
35343,35222,Product replacement or account refund processed,Complete,Defective
35344,35224,Received returned equipment,Initiated,Incorrect
35345,35218,Product replacement or account refund processed,Complete,Order
35346,35219,Product replacement or account refund processed,Complete,Defective
35347,35220,Product replacement or account refund processed,Complete,Defective
35348,35221,Product replacement or account refund processed,Complete,Incorrect
35349,35231,Product replacement or account refund processed,Complete,Incorrect
35350,35232,Product replacement or account refund processed,Complete,Incorrect
35351,35232,Product replacement or account refund processed,Complete,Defective
35352,35234,Product replacement or account refund processed,Complete,Defective
35353,35226,Received returned equipment,Initiated,Defective
35354,35229,Product replacement or account refund processed,Complete,Incorrect
35355,35237,Product replacement or account refund processed,Complete,Incorrect
35356,35238,Awaiting customer Documentation,Pending,Defective
35357,35231,Received returned equipment,Initiated,Order
35358,35240,Product replacement or account refund processed,Complete,Defective
35359,35240,Product replacement or account refund processed,Complete,Order
35360,35240,Product replacement or account refund processed,Complete,Defective
35361,35234,Product replacement or account refund processed,Complete,Order
35362,35235,Product replacement or account refund processed,Complete,Defective
35363,35245,Product replacement or account refund processed,Complete,Defective
35364,35246,Product replacement or account refund processed,Complete,Defective
35365,35246,Product replacement or account refund processed,Complete,Order
35366,35246,Product replacement or account refund processed,Complete,Incorrect
35367,35240,Product replacement or account refund processed,Complete,Rejected
35368,35241,Product replacement or account refund processed,Complete,Order
35369,35242,Product replacement or account refund processed,Complete,Incorrect
35370,35243,Product replacement or account refund processed,Complete,Defective
35371,35244,Product replacement or account refund processed,Complete,Defective
35372,35245,Product replacement or account refund processed,Complete,Incorrect
35373,35246,Product replacement or account refund processed,Complete,Defective
35374,35247,Product replacement or account refund processed,Complete,Defective
35375,35248,Product replacement or account refund processed,Complete,Order
35376,35258,Product replacement or account refund processed,Complete,Incorrect
35377,35250,Awaiting customer Documentation,Pending,Defective
35378,35251,Product replacement or account refund processed,Complete,Incorrect
35379,35253,Awaiting customer Documentation,Pending,Incorrect
35380,35262,Product replacement or account refund processed,Complete,Defective
35381,35256,Product replacement or account refund processed,Complete,Defective
35382,35258,Product replacement or account refund processed,Complete,Defective
35383,35262,Product replacement or account refund processed,Complete,Incorrect
35384,35263,Received returned equipment,Initiated,Incorrect
35385,35267,Product replacement or account refund processed,Complete,Order
35386,35268,Product replacement or account refund processed,Complete,Defective
35387,35268,Product replacement or account refund processed,Complete,Incorrect
35388,35268,Product replacement or account refund processed,Complete,Incorrect
35389,35268,Product replacement or account refund processed,Complete,Incorrect
35390,35268,Product replacement or account refund processed,Complete,Incorrect
35391,35270,Product replacement or account refund processed,Complete,Order
35392,35273,Product replacement or account refund processed,Complete,Incorrect
35393,35267,Product replacement or account refund processed,Complete,Defective
35394,35268,Product replacement or account refund processed,Complete,Incorrect
35395,35270,Product replacement or account refund processed,Complete,Incorrect
35396,35272,Product replacement or account refund processed,Complete,Defective
35397,35279,Product replacement or account refund processed,Complete,Incorrect
35398,35279,Product replacement or account refund processed,Complete,Order
35399,35273,Awaiting customer Documentation,Pending,Defective
35400,35275,Product replacement or account refund processed,Complete,Defective
35401,35277,Product replacement or account refund processed,Complete,Incorrect
35402,35279,Product replacement or account refund processed,Complete,Incorrect
35403,35276,Product replacement or account refund processed,Complete,Order
35404,35277,Product replacement or account refund processed,Complete,Incorrect
35405,35278,Received returned equipment,Initiated,Defective
35406,35279,Product replacement or account refund processed,Complete,Incorrect
35407,35280,Awaiting customer Documentation,Pending,Defective
35408,35290,Product replacement or account refund processed,Complete,Defective
35409,35291,Received returned equipment,Initiated,Incorrect
35410,35291,Product replacement or account refund processed,Complete,Order
35411,35293,Product replacement or account refund processed,Complete,Defective
35412,35293,Product replacement or account refund processed,Complete,Incorrect
35413,35293,Product replacement or account refund processed,Complete,Order
35414,35296,Product replacement or account refund processed,Complete,Incorrect
35415,35288,Product replacement or account refund processed,Complete,Incorrect
35416,35289,Product replacement or account refund processed,Complete,Defective
35417,35299,Product replacement or account refund processed,Complete,Defective
35418,35291,Product replacement or account refund processed,Complete,Defective
35419,35301,Product replacement or account refund processed,Complete,Defective
35420,35301,Product replacement or account refund processed,Complete,Incorrect
35421,35303,Product replacement or account refund processed,Complete,Incorrect
35422,35295,Product replacement or account refund processed,Complete,Order
35423,35296,Product replacement or account refund processed,Complete,Defective
35424,35297,Product replacement or account refund processed,Complete,Order
35425,35307,Product replacement or account refund processed,Complete,Defective
35426,35299,Product replacement or account refund processed,Complete,Defective
35427,35300,Product replacement or account refund processed,Complete,Order
35428,35301,Product replacement or account refund processed,Complete,Incorrect
35429,35302,Product replacement or account refund processed,Complete,Defective
35430,35303,Product replacement or account refund processed,Complete,Order
35431,35306,Product replacement or account refund processed,Complete,Defective
35432,35307,Product replacement or account refund processed,Complete,Defective
35433,35308,Product replacement or account refund processed,Complete,Order
35434,35316,Product replacement or account refund processed,Complete,Incorrect
35435,35316,Product replacement or account refund processed,Complete,Order
35436,35316,Product replacement or account refund processed,Complete,Order
35437,35318,Product replacement or account refund processed,Complete,Rejected
35438,35320,Product replacement or account refund processed,Complete,Incorrect
35439,35320,Product replacement or account refund processed,Complete,Defective
35440,35315,Product replacement or account refund processed,Complete,Defective
35441,35316,Product replacement or account refund processed,Complete,Incorrect
35442,35317,Product replacement or account refund processed,Complete,Order
35443,35325,Product replacement or account refund processed,Complete,Order
35444,35318,Product replacement or account refund processed,Complete,Order
35445,35320,Product replacement or account refund processed,Complete,Order
35446,35321,Product replacement or account refund processed,Complete,Order
35447,35324,Product replacement or account refund processed,Complete,Incorrect
35448,35325,Product replacement or account refund processed,Complete,Defective
35449,35329,Product replacement or account refund processed,Complete,Order
35450,35323,Product replacement or account refund processed,Complete,Defective
35451,35324,Product replacement or account refund processed,Complete,Order
35452,35334,Awaiting customer Documentation,Pending,Incorrect
35453,35326,Product replacement or account refund processed,Complete,Order
35454,35328,Product replacement or account refund processed,Complete,Incorrect
35455,35329,Product replacement or account refund processed,Complete,Incorrect
35456,35338,Product replacement or account refund processed,Complete,Incorrect
35457,35330,Received returned equipment,Initiated,Order
35458,35331,Product replacement or account refund processed,Complete,Defective
35459,35333,Product replacement or account refund processed,Complete,Order
35460,35342,Product replacement or account refund processed,Complete,Incorrect
35461,35334,Product replacement or account refund processed,Complete,Order
35462,35338,Product replacement or account refund processed,Complete,Defective
35463,35339,Awaiting customer Documentation,Pending,Order
35464,35340,Product replacement or account refund processed,Complete,Order
35465,35341,Product replacement or account refund processed,Complete,Order
35466,35342,Product replacement or account refund processed,Complete,Order
35467,35344,Product replacement or account refund processed,Complete,Defective
35468,35348,Product replacement or account refund processed,Complete,Defective
35469,35351,Received returned equipment,Initiated,Order
35470,35350,Product replacement or account refund processed,Complete,Defective
35471,35353,Product replacement or account refund processed,Complete,Defective
35472,35354,Product replacement or account refund processed,Complete,Order
35473,35351,Awaiting customer Documentation,Pending,Defective
35474,35353,Product replacement or account refund processed,Complete,Incorrect
35475,35357,Product replacement or account refund processed,Complete,Incorrect
35476,35357,Product replacement or account refund processed,Complete,Defective
35477,35358,Product replacement or account refund processed,Complete,Defective
35478,35359,Product replacement or account refund processed,Complete,Defective
35479,35354,Awaiting customer Documentation,Pending,Incorrect
35480,35356,Product replacement or account refund processed,Complete,Incorrect
35481,35357,Product replacement or account refund processed,Complete,Order
35482,35364,Product replacement or account refund processed,Complete,Defective
35483,35358,Product replacement or account refund processed,Complete,Incorrect
35484,35359,Product replacement or account refund processed,Complete,Defective
35485,35360,Product replacement or account refund processed,Complete,Order
35486,35364,Product replacement or account refund processed,Complete,Order
35487,35369,Product replacement or account refund processed,Complete,Defective
35488,35370,Product replacement or account refund processed,Complete,Order
35489,35371,Product replacement or account refund processed,Complete,Defective
35490,35371,Product replacement or account refund processed,Complete,Incorrect
35491,35364,Product replacement or account refund processed,Complete,Order
35492,35374,Product replacement or account refund processed,Complete,Defective
35493,35375,Product replacement or account refund processed,Complete,Order
35494,35375,Product replacement or account refund processed,Complete,Incorrect
35495,35375,Product replacement or account refund processed,Complete,Defective
35496,35375,Awaiting customer Documentation,Pending,Order
35497,35375,Product replacement or account refund processed,Complete,Defective
35498,35371,Product replacement or account refund processed,Complete,Order
35499,35381,Product replacement or account refund processed,Complete,Incorrect
35500,35381,Awaiting customer Documentation,Pending,Order
35501,35382,Product replacement or account refund processed,Complete,Order
35502,35375,Awaiting customer Documentation,Pending,Defective
35503,35376,Product replacement or account refund processed,Complete,Order
35504,35386,Product replacement or account refund processed,Complete,Defective
35505,35378,Product replacement or account refund processed,Complete,Defective
35506,35380,Product replacement or account refund processed,Complete,Incorrect
35507,35381,Product replacement or account refund processed,Complete,Order
35508,35390,Product replacement or account refund processed,Complete,Incorrect
35509,35390,Product replacement or account refund processed,Complete,Defective
35510,35383,Product replacement or account refund processed,Complete,Incorrect
35511,35384,Product replacement or account refund processed,Complete,Incorrect
35512,35394,Product replacement or account refund processed,Complete,Order
35513,35394,Product replacement or account refund processed,Complete,Order
35514,35396,Product replacement or account refund processed,Complete,Defective
35515,35394,Product replacement or account refund processed,Complete,Incorrect
35516,35396,Product replacement or account refund processed,Complete,Defective
35517,35399,Product replacement or account refund processed,Complete,Defective
35518,35398,Product replacement or account refund processed,Complete,Order
35519,35399,Product replacement or account refund processed,Complete,Defective
35520,35394,Awaiting customer Documentation,Pending,Order
35521,35403,Product replacement or account refund processed,Complete,Order
35522,35396,Product replacement or account refund processed,Complete,Defective
35523,35398,Product replacement or account refund processed,Complete,Defective
35524,35399,Product replacement or account refund processed,Complete,Defective
35525,35401,Product replacement or account refund processed,Complete,Defective
35526,35403,Product replacement or account refund processed,Complete,Incorrect
35527,35404,Product replacement or account refund processed,Complete,Defective
35528,35410,Product replacement or account refund processed,Complete,Defective
35529,35405,Product replacement or account refund processed,Complete,Defective
35530,35406,Product replacement or account refund processed,Complete,Order
35531,35413,Product replacement or account refund processed,Complete,Incorrect
35532,35413,Product replacement or account refund processed,Complete,Incorrect
35533,35407,Awaiting customer Documentation,Pending,Incorrect
35534,35416,Product replacement or account refund processed,Complete,Defective
35535,35417,Product replacement or account refund processed,Complete,Incorrect
35536,35410,Product replacement or account refund processed,Complete,Incorrect
35537,35419,Product replacement or account refund processed,Complete,Defective
35538,35419,Product replacement or account refund processed,Complete,Incorrect
35539,35412,Awaiting customer Documentation,Pending,Defective
35540,35413,Product replacement or account refund processed,Complete,Incorrect
35541,35416,Received returned equipment,Initiated,Defective
35542,35417,Product replacement or account refund processed,Complete,Defective
35543,35418,Product replacement or account refund processed,Complete,Defective
35544,35419,Awaiting customer Documentation,Pending,Incorrect
35545,35421,Product replacement or account refund processed,Complete,Incorrect
35546,35424,Product replacement or account refund processed,Complete,Incorrect
35547,35429,Received returned equipment,Initiated,Incorrect
35548,35430,Product replacement or account refund processed,Complete,Defective
35549,35431,Product replacement or account refund processed,Complete,Order
35550,35423,Product replacement or account refund processed,Complete,Order
35551,35424,Received returned equipment,Initiated,Defective
35552,35425,Product replacement or account refund processed,Complete,Defective
35553,35435,Product replacement or account refund processed,Complete,Defective
35554,35427,Received returned equipment,Initiated,Incorrect
35555,35437,Product replacement or account refund processed,Complete,Defective
35556,35429,Product replacement or account refund processed,Complete,Incorrect
35557,35439,Product replacement or account refund processed,Complete,Order
35558,35431,Product replacement or account refund processed,Complete,Defective
35559,35432,Product replacement or account refund processed,Complete,Defective
35560,35433,Product replacement or account refund processed,Complete,Defective
35561,35435,Product replacement or account refund processed,Complete,Defective
35562,35436,Product replacement or account refund processed,Complete,Defective
35563,35445,Awaiting customer Documentation,Pending,Incorrect
35564,35437,Product replacement or account refund processed,Complete,Defective
35565,35438,Product replacement or account refund processed,Complete,Order
35566,35439,Product replacement or account refund processed,Complete,Defective
35567,35440,Product replacement or account refund processed,Complete,Defective
35568,35450,Product replacement or account refund processed,Complete,Defective
35569,35450,Received returned equipment,Initiated,Incorrect
35570,35450,Product replacement or account refund processed,Complete,Incorrect
35571,35445,Product replacement or account refund processed,Complete,Order
35572,35454,Product replacement or account refund processed,Complete,Defective
35573,35447,Product replacement or account refund processed,Complete,Incorrect
35574,35448,Product replacement or account refund processed,Complete,Incorrect
35575,35449,Product replacement or account refund processed,Complete,Defective
35576,35450,Product replacement or account refund processed,Complete,Defective
35577,35453,Product replacement or account refund processed,Complete,Order
35578,35454,Product replacement or account refund processed,Complete,Defective
35579,35455,Product replacement or account refund processed,Complete,Order
35580,35456,Product replacement or account refund processed,Complete,Incorrect
35581,35459,Awaiting customer Documentation,Pending,Incorrect
35582,35464,Product replacement or account refund processed,Complete,Incorrect
35583,35456,Product replacement or account refund processed,Complete,Order
35584,35466,Product replacement or account refund processed,Complete,Incorrect
35585,35466,Product replacement or account refund processed,Complete,Order
35586,35468,Product replacement or account refund processed,Complete,Defective
35587,35468,Product replacement or account refund processed,Complete,Order
35588,35470,Product replacement or account refund processed,Complete,Incorrect
35589,35470,Product replacement or account refund processed,Complete,Incorrect
35590,35463,Product replacement or account refund processed,Complete,Defective
35591,35473,Product replacement or account refund processed,Complete,Incorrect
35592,35465,Product replacement or account refund processed,Complete,Defective
35593,35466,Product replacement or account refund processed,Complete,Order
35594,35476,Awaiting customer Documentation,Pending,Order
35595,35468,Product replacement or account refund processed,Complete,Defective
35596,35478,Product replacement or account refund processed,Complete,Defective
35597,35470,Awaiting customer Documentation,Pending,Incorrect
35598,35472,Product replacement or account refund processed,Complete,Order
35599,35481,Product replacement or account refund processed,Complete,Defective
35600,35482,Product replacement or account refund processed,Complete,Incorrect
35601,35482,Product replacement or account refund processed,Complete,Incorrect
35602,35484,Product replacement or account refund processed,Complete,Order
35603,35476,Product replacement or account refund processed,Complete,Defective
35604,35486,Product replacement or account refund processed,Complete,Incorrect
35605,35486,Product replacement or account refund processed,Complete,Order
35606,35479,Product replacement or account refund processed,Complete,Defective
35607,35480,Product replacement or account refund processed,Complete,Defective
35608,35481,Product replacement or account refund processed,Complete,Order
35609,35482,Product replacement or account refund processed,Complete,Incorrect
35610,35483,Product replacement or account refund processed,Complete,Incorrect
35611,35493,Product replacement or account refund processed,Complete,Defective
35612,35486,Awaiting customer Documentation,Pending,Incorrect
35613,35495,Product replacement or account refund processed,Complete,Incorrect
35614,35495,Product replacement or account refund processed,Complete,Order
35615,35488,Product replacement or account refund processed,Complete,Defective
35616,35492,Product replacement or account refund processed,Complete,Defective
35617,35493,Product replacement or account refund processed,Complete,Order
35618,35500,Product replacement or account refund processed,Complete,Order
35619,35494,Product replacement or account refund processed,Complete,Order
35620,35502,Product replacement or account refund processed,Complete,Order
35621,35503,Received returned equipment,Initiated,Order
35622,35503,Product replacement or account refund processed,Complete,Incorrect
35623,35496,Product replacement or account refund processed,Complete,Defective
35624,35497,Product replacement or account refund processed,Complete,Order
35625,35499,Product replacement or account refund processed,Complete,Order
35626,35500,Product replacement or account refund processed,Complete,Defective
35627,35502,Product replacement or account refund processed,Complete,Order
35628,35503,Product replacement or account refund processed,Complete,Order
35629,35504,Product replacement or account refund processed,Complete,Incorrect
35630,35505,Product replacement or account refund processed,Complete,Defective
35631,35506,Product replacement or account refund processed,Complete,Defective
35632,35511,Product replacement or account refund processed,Complete,Order
35633,35506,Product replacement or account refund processed,Complete,Defective
35634,35507,Product replacement or account refund processed,Complete,Rejected
35635,35508,Product replacement or account refund processed,Complete,Incorrect
35636,35518,Product replacement or account refund processed,Complete,Order
35637,35510,Product replacement or account refund processed,Complete,Order
35638,35520,Product replacement or account refund processed,Complete,Defective
35639,35520,Product replacement or account refund processed,Complete,Order
35640,35520,Product replacement or account refund processed,Complete,Defective
35641,35520,Received returned equipment,Initiated,Order
35642,35522,Product replacement or account refund processed,Complete,Order
35643,35525,Product replacement or account refund processed,Complete,Defective
35644,35525,Product replacement or account refund processed,Complete,Defective
35645,35527,Product replacement or account refund processed,Complete,Defective
35646,35519,Product replacement or account refund processed,Complete,Defective
35647,35520,Product replacement or account refund processed,Complete,Order
35648,35522,Product replacement or account refund processed,Complete,Order
35649,35531,Product replacement or account refund processed,Complete,Incorrect
35650,35523,Product replacement or account refund processed,Complete,Defective
35651,35524,Product replacement or account refund processed,Complete,Order
35652,35525,Product replacement or account refund processed,Complete,Incorrect
35653,35527,Product replacement or account refund processed,Complete,Defective
35654,35536,Product replacement or account refund processed,Complete,Order
35655,35530,Product replacement or account refund processed,Complete,Defective
35656,35531,Product replacement or account refund processed,Complete,Defective
35657,35539,Product replacement or account refund processed,Complete,Defective
35658,35532,Product replacement or account refund processed,Complete,Order
35659,35534,Product replacement or account refund processed,Complete,Rejected
35660,35535,Product replacement or account refund processed,Complete,Defective
35661,35536,Product replacement or account refund processed,Complete,Defective
35662,35544,Product replacement or account refund processed,Complete,Defective
35663,35537,Product replacement or account refund processed,Complete,Rejected
35664,35546,Product replacement or account refund processed,Complete,Defective
35665,35538,Product replacement or account refund processed,Complete,Order
35666,35539,Product replacement or account refund processed,Complete,Incorrect
35667,35549,Product replacement or account refund processed,Complete,Order
35668,35549,Product replacement or account refund processed,Complete,Defective
35669,35544,Product replacement or account refund processed,Complete,Incorrect
35670,35546,Product replacement or account refund processed,Complete,Defective
35671,35549,Product replacement or account refund processed,Complete,Incorrect
35672,35554,Product replacement or account refund processed,Complete,Incorrect
35673,35553,Received returned equipment,Initiated,Defective
35674,35554,Product replacement or account refund processed,Complete,Incorrect
35675,35556,Product replacement or account refund processed,Complete,Incorrect
35676,35557,Product replacement or account refund processed,Complete,Incorrect
35677,35558,Product replacement or account refund processed,Complete,Incorrect
35678,35560,Product replacement or account refund processed,Complete,Defective
35679,35552,Product replacement or account refund processed,Complete,Incorrect
35680,35553,Product replacement or account refund processed,Complete,Incorrect
35681,35554,Product replacement or account refund processed,Complete,Incorrect
35682,35555,Product replacement or account refund processed,Complete,Incorrect
35683,35565,Awaiting customer Documentation,Pending,Order
35684,35565,Product replacement or account refund processed,Complete,Order
35685,35565,Product replacement or account refund processed,Complete,Defective
35686,35565,Product replacement or account refund processed,Complete,Order
35687,35565,Product replacement or account refund processed,Complete,Incorrect
35688,35566,Product replacement or account refund processed,Complete,Defective
35689,35562,Product replacement or account refund processed,Complete,Incorrect
35690,35563,Product replacement or account refund processed,Complete,Defective
35691,35564,Product replacement or account refund processed,Complete,Defective
35692,35565,Product replacement or account refund processed,Complete,Order
35693,35566,Product replacement or account refund processed,Complete,Incorrect
35694,35568,Product replacement or account refund processed,Complete,Defective
35695,35577,Product replacement or account refund processed,Complete,Order
35696,35570,Product replacement or account refund processed,Complete,Order
35697,35571,Product replacement or account refund processed,Complete,Defective
35698,35580,Product replacement or account refund processed,Complete,Incorrect
35699,35580,Product replacement or account refund processed,Complete,Order
35700,35581,Product replacement or account refund processed,Complete,Order
35701,35574,Product replacement or account refund processed,Complete,Order
35702,35577,Product replacement or account refund processed,Complete,Order
35703,35585,Product replacement or account refund processed,Complete,Incorrect
35704,35578,Product replacement or account refund processed,Complete,Incorrect
35705,35579,Product replacement or account refund processed,Complete,Defective
35706,35580,Product replacement or account refund processed,Complete,Order
35707,35581,Product replacement or account refund processed,Complete,Incorrect
35708,35590,Product replacement or account refund processed,Complete,Incorrect
35709,35591,Product replacement or account refund processed,Complete,Incorrect
35710,35591,Product replacement or account refund processed,Complete,Defective
35711,35591,Awaiting customer Documentation,Pending,Defective
35712,35591,Product replacement or account refund processed,Complete,Order
35713,35595,Product replacement or account refund processed,Complete,Defective
35714,35595,Product replacement or account refund processed,Complete,Defective
35715,35589,Product replacement or account refund processed,Complete,Defective
35716,35590,Awaiting customer Documentation,Pending,Order
35717,35591,Product replacement or account refund processed,Complete,Defective
35718,35595,Product replacement or account refund processed,Complete,Incorrect
35719,35601,Product replacement or account refund processed,Complete,Order
35720,35601,Product replacement or account refund processed,Complete,Order
35721,35601,Product replacement or account refund processed,Complete,Defective
35722,35601,Product replacement or account refund processed,Complete,Defective
35723,35596,Product replacement or account refund processed,Complete,Defective
35724,35606,Product replacement or account refund processed,Complete,Incorrect
35725,35598,Product replacement or account refund processed,Complete,Incorrect
35726,35601,Product replacement or account refund processed,Complete,Defective
35727,35604,Product replacement or account refund processed,Complete,Defective
35728,35605,Product replacement or account refund processed,Complete,Defective
35729,35606,Product replacement or account refund processed,Complete,Order
35730,35612,Product replacement or account refund processed,Complete,Incorrect
35731,35612,Product replacement or account refund processed,Complete,Rejected
35732,35612,Product replacement or account refund processed,Complete,Rejected
35733,35611,Received returned equipment,Initiated,Order
35734,35612,Product replacement or account refund processed,Complete,Defective
35735,35615,Product replacement or account refund processed,Complete,Defective
35736,35609,Product replacement or account refund processed,Complete,Defective
35737,35610,Product replacement or account refund processed,Complete,Rejected
35738,35611,Product replacement or account refund processed,Complete,Incorrect
35739,35621,Product replacement or account refund processed,Complete,Order
35740,35621,Product replacement or account refund processed,Complete,Defective
35741,35623,Product replacement or account refund processed,Complete,Defective
35742,35624,Product replacement or account refund processed,Complete,Defective
35743,35624,Received returned equipment,Initiated,Order
35744,35626,Product replacement or account refund processed,Complete,Defective
35745,35626,Product replacement or account refund processed,Complete,Defective
35746,35626,Product replacement or account refund processed,Complete,Order
35747,35621,Product replacement or account refund processed,Complete,Incorrect
35748,35623,Product replacement or account refund processed,Complete,Incorrect
35749,35624,Received returned equipment,Initiated,Order
35750,35632,Product replacement or account refund processed,Complete,Defective
35751,35626,Product replacement or account refund processed,Complete,Defective
35752,35628,Product replacement or account refund processed,Complete,Defective
35753,35629,Product replacement or account refund processed,Complete,Defective
35754,35632,Awaiting customer Documentation,Pending,Order
35755,35633,Product replacement or account refund processed,Complete,Defective
35756,35635,Awaiting customer Documentation,Pending,Incorrect
35757,35637,Product replacement or account refund processed,Complete,Defective
35758,35631,Product replacement or account refund processed,Complete,Incorrect
35759,35632,Product replacement or account refund processed,Complete,Incorrect
35760,35642,Product replacement or account refund processed,Complete,Defective
35761,35642,Product replacement or account refund processed,Complete,Order
35762,35644,Product replacement or account refund processed,Complete,Order
35763,35644,Product replacement or account refund processed,Complete,Incorrect
35764,35646,Product replacement or account refund processed,Complete,Defective
35765,35644,Product replacement or account refund processed,Complete,Order
35766,35648,Product replacement or account refund processed,Complete,Defective
35767,35646,Product replacement or account refund processed,Complete,Incorrect
35768,35647,Product replacement or account refund processed,Complete,Incorrect
35769,35648,Product replacement or account refund processed,Complete,Defective
35770,35652,Product replacement or account refund processed,Complete,Incorrect
35771,35650,Product replacement or account refund processed,Complete,Order
35772,35652,Product replacement or account refund processed,Complete,Order
35773,35654,Product replacement or account refund processed,Complete,Incorrect
35774,35647,Product replacement or account refund processed,Complete,Incorrect
35775,35657,Product replacement or account refund processed,Complete,Incorrect
35776,35649,Product replacement or account refund processed,Complete,Incorrect
35777,35659,Product replacement or account refund processed,Complete,Incorrect
35778,35651,Awaiting customer Documentation,Pending,Incorrect
35779,35652,Awaiting customer Documentation,Pending,Order
35780,35653,Awaiting customer Documentation,Pending,Incorrect
35781,35663,Product replacement or account refund processed,Complete,Defective
35782,35664,Product replacement or account refund processed,Complete,Incorrect
35783,35664,Product replacement or account refund processed,Complete,Incorrect
35784,35657,Product replacement or account refund processed,Complete,Defective
35785,35667,Product replacement or account refund processed,Complete,Incorrect
35786,35667,Product replacement or account refund processed,Complete,Defective
35787,35668,Product replacement or account refund processed,Complete,Defective
35788,35661,Awaiting customer Documentation,Pending,Incorrect
35789,35671,Product replacement or account refund processed,Complete,Order
35790,35663,Product replacement or account refund processed,Complete,Order
35791,35664,Awaiting customer Documentation,Pending,Incorrect
35792,35667,Product replacement or account refund processed,Complete,Order
35793,35668,Product replacement or account refund processed,Complete,Order
35794,35669,Product replacement or account refund processed,Complete,Incorrect
35795,35671,Product replacement or account refund processed,Complete,Defective
35796,35672,Product replacement or account refund processed,Complete,Order
35797,35679,Product replacement or account refund processed,Complete,Defective
35798,35677,Awaiting customer Documentation,Pending,Defective
35799,35681,Product replacement or account refund processed,Complete,Incorrect
35800,35682,Product replacement or account refund processed,Complete,Defective
35801,35679,Product replacement or account refund processed,Complete,Defective
35802,35681,Awaiting customer Documentation,Pending,Incorrect
35803,35685,Product replacement or account refund processed,Complete,Order
35804,35685,Awaiting customer Documentation,Pending,Order
35805,35685,Product replacement or account refund processed,Complete,Defective
35806,35687,Product replacement or account refund processed,Complete,Defective
35807,35682,Product replacement or account refund processed,Complete,Defective
35808,35685,Product replacement or account refund processed,Complete,Defective
35809,35687,Received returned equipment,Initiated,Order
